-0.57268,0.22882,0.34386,-0.57268,0.22882,0.34386,-0.57268,0.22882,0.34386,-0.57268,0.22882,0.34386
3.99E-11,3.12E-11,-5.09E-11,-3.99E-11,-3.12E-11,5.09E-11,0.12395,0.21613,0.22936,-0.12395,-0.21613,-0.22936
0.12532,0.21853,0.23191,-0.12532,-0.21853,-0.23191,0.018524,0.0323,0.034278,-0.018524,-0.0323,-0.034278
0.55727,-0.10603,-0.20124,0.55727,-0.10603,-0.20124,0.55727,-0.10603,-0.20124,0.55727,-0.10603,-0.20124
